,Chroma 2 Case,Chroma 3 Case,Chroma Case,Clutch Case,CS20 Case,CS:GO Weapon Case,CS:GO Weapon Case 2,CS:GO Weapon Case 3,Danger Zone Case,Dreams & Nightmares Case,Falchion Case,Fracture Case,Gamma 2 Case,Gamma Case,Glove Case,Horizon Case,Huntsman Weapon Case,Operation Bravo Case,Operation Breakout Weapon Case,Operation Broken Fang Case,Operation Hydra Case,Operation Phoenix Weapon Case,Operation Riptide Case,Operation Vanguard Weapon Case,Operation Wildfire Case,Prisma 2 Case,Prisma Case,Recoil Case,Revolution Case,Revolver Case,Shadow Case,Shattered Web Case,Snakebite Case,Spectrum 2 Case,Spectrum Case,Winter Offensive Weapon Case
2020-12-27,0.092,0.03,0.481,0.109,0.094,24.829,2.764,1.55,0.033,,0.153,0.356,0.147,0.108,0.665,0.039,2.069,25.468,0.971,0.941,6.571,0.559,,0.456,0.154,0.03,0.03,,,0.03,0.116,1.234,,0.06,0.256,2.728
2020-12-28,0.092,0.031,0.487,0.115,0.098,23.253,2.715,1.557,0.039,,0.148,0.344,0.152,0.107,0.684,0.035,2.118,26.11,0.968,0.939,6.852,0.55,,0.462,0.156,0.03,0.03,,,0.03,0.11,1.256,,0.056,0.251,2.844
2020-12-29,0.093,0.034,0.485,0.119,0.099,23.006,2.687,1.539,0.036,,0.151,0.343,0.151,0.104,0.706,0.039,2.043,25.673,0.963,0.933,6.69,0.572,,0.476,0.163,0.03,0.03,,,0.032,0.109,1.226,,0.06,0.262,2.742
2020-12-30,0.102,0.033,0.497,0.123,0.1,23.543,2.794,1.562,0.041,,0.154,0.355,0.151,0.109,0.721,0.04,2.132,26.375,0.965,0.837,6.549,0.577,,0.462,0.17,0.03,0.03,,,0.035,0.111,1.232,,0.061,0.273,2.983
2020-12-31,0.107,0.035,0.516,0.128,0.101,24.741,2.834,1.573,0.035,,0.154,0.404,0.157,0.11,0.74,0.04,2.298,27.402,0.985,0.886,6.481,0.58,,0.467,0.18,0.03,0.03,,,0.03,0.122,1.21,,0.06,0.283,3.037
2021-01-01,0.109,0.035,0.503,0.135,0.106,25.138,2.904,1.715,0.033,,0.158,0.484,0.163,0.116,0.756,0.037,2.245,26.797,1.007,0.911,6.614,0.581,,0.47,0.188,0.03,0.03,,,0.033,0.12,1.229,,0.064,0.302,3.043
2021-01-02,0.105,0.036,0.503,0.136,0.101,24.268,2.759,1.776,0.03,,0.155,0.458,0.156,0.114,0.745,0.045,2.149,27.023,1.01,0.912,6.726,0.571,,0.466,0.19,0.03,0.03,,,0.03,0.115,1.305,,0.066,0.325,3.032
2021-01-03,0.105,0.032,0.502,0.132,0.096,24.671,2.839,1.8,0.03,,0.155,0.445,0.15,0.114,0.761,0.04,2.33,27.777,1.016,0.908,6.665,0.59,,0.461,0.185,0.03,0.03,,,0.032,0.119,1.276,,0.064,0.322,2.887
2021-01-04,0.105,0.032,0.498,0.13,0.1,24.854,2.777,1.822,0.03,,0.151,0.396,0.142,0.108,0.771,0.039,2.2,27.835,1.016,0.908,6.661,0.58,,0.458,0.18,0.03,0.03,,,0.03,0.113,1.272,,0.059,0.32,3.077
2021-01-05,0.099,0.033,0.502,0.112,0.103,24.928,2.725,1.802,0.032,,0.151,0.368,0.131,0.11,0.781,0.04,2.149,27.554,1.022,0.908,6.902,0.567,,0.469,0.175,0.03,0.03,,,0.03,0.115,1.284,,0.062,0.321,3.01
2021-01-06,0.104,0.032,0.49,0.115,0.104,25.815,2.725,1.899,0.034,,0.157,0.359,0.137,0.113,0.797,0.041,2.328,27.445,1.033,0.83,6.901,0.56,,0.479,0.172,0.03,0.03,,,0.03,0.122,1.276,,0.07,0.327,3.065
2021-01-07,0.106,0.034,0.494,0.119,0.106,25.675,2.816,1.924,0.033,,0.158,0.365,0.145,0.12,0.82,0.044,2.319,28.246,1.045,0.853,6.793,0.558,,0.479,0.175,0.03,0.03,,,0.032,0.118,1.263,,0.067,0.335,3.115
2021-01-08,0.106,0.034,0.507,0.126,0.107,26.076,2.98,1.932,0.033,,0.159,0.39,0.151,0.121,0.853,0.052,2.372,29.534,1.06,0.872,6.731,0.569,,0.481,0.183,0.03,0.03,,,0.031,0.12,1.234,,0.075,0.332,3.19
2021-01-09,0.106,0.035,0.52,0.133,0.108,26.406,3.06,2.021,0.032,,0.162,0.43,0.155,0.125,0.905,0.047,2.469,28.963,1.104,0.895,6.906,0.58,,0.494,0.192,0.03,0.03,,,0.034,0.126,1.268,,0.078,0.351,3.372
2021-01-10,0.109,0.035,0.515,0.139,0.112,26.559,3.171,2.085,0.038,,0.159,0.449,0.154,0.129,0.912,0.048,2.33,28.084,1.148,0.908,7.015,0.571,,0.498,0.19,0.03,0.03,,,0.033,0.128,1.232,,0.077,0.357,3.283
2021-01-11,0.108,0.033,0.512,0.137,0.116,25.515,3.156,2.047,0.036,,0.159,0.447,0.155,0.131,0.893,0.054,2.476,27.628,1.191,0.907,7.122,0.569,,0.503,0.189,0.03,0.03,,,0.033,0.13,1.228,,0.08,0.356,3.298
2021-01-12,0.105,0.033,0.507,0.134,0.119,25.131,3.29,2.097,0.033,,0.156,0.443,0.154,0.133,0.854,0.051,2.361,28.398,1.202,0.897,6.712,0.575,,0.49,0.185,0.03,0.03,,,0.032,0.131,1.219,,0.076,0.356,3.143
2021-01-13,0.111,0.032,0.495,0.134,0.122,25.461,3.382,2.1,0.033,,0.161,0.467,0.153,0.132,0.831,0.047,2.364,28.245,1.194,0.848,7.071,0.58,,0.503,0.187,0.03,0.03,,,0.032,0.133,1.207,,0.082,0.346,3.245
2021-01-14,0.106,0.034,0.506,0.135,0.125,25.2,3.447,2.032,0.035,,0.163,0.468,0.154,0.131,0.849,0.048,2.459,28.401,1.203,0.858,7.395,0.59,,0.507,0.184,0.03,0.03,,,0.033,0.129,1.19,,0.083,0.342,3.116
2021-01-15,0.11,0.04,0.516,0.137,0.13,25.326,3.387,2.102,0.032,,0.168,0.473,0.156,0.129,0.866,0.05,2.444,29.31,1.21,0.872,8.002,0.596,,0.507,0.18,0.03,0.03,,,0.032,0.132,1.194,,0.086,0.355,3.245
2021-01-16,0.113,0.041,0.517,0.14,0.137,25.728,3.561,2.09,0.034,,0.172,0.5,0.161,0.132,0.905,0.049,2.475,29.774,1.21,0.878,7.531,0.601,,0.507,0.186,0.035,0.03,,,0.031,0.134,1.219,,0.087,0.38,3.28
2021-01-17,0.11,0.045,0.52,0.143,0.157,25.83,3.624,2.029,0.039,,0.18,0.498,0.158,0.132,0.911,0.053,2.54,28.599,1.215,0.883,7.504,0.602,,0.51,0.193,0.031,0.03,,,0.032,0.132,1.202,,0.086,0.388,3.245
2021-01-18,0.113,0.052,0.523,0.149,0.177,26.176,3.526,2.07,0.042,,0.192,0.501,0.156,0.132,0.915,0.048,2.571,28.45,1.231,0.879,7.62,0.597,,0.514,0.191,0.031,0.03,,,0.035,0.133,1.199,,0.087,0.408,3.288
2021-01-19,0.12,0.044,0.521,0.157,0.18,27.069,3.344,2.043,0.046,,0.2,0.496,0.157,0.131,0.908,0.05,2.547,28.121,1.24,0.869,7.312,0.591,,0.514,0.192,0.03,0.03,,,0.036,0.127,1.229,,0.094,0.411,3.375
2021-01-20,0.12,0.046,0.523,0.164,0.166,27.364,3.397,2.022,0.043,,0.206,0.489,0.159,0.133,0.92,0.053,2.568,28.142,1.32,0.816,7.2,0.603,,0.505,0.194,0.03,0.03,,,0.037,0.133,1.244,,0.095,0.413,3.394
2021-01-21,0.127,0.05,0.529,0.171,0.168,26.291,3.332,2.052,0.047,,0.23,0.493,0.16,0.134,0.923,0.058,2.624,27.925,1.358,0.814,7.157,0.601,,0.51,0.197,0.03,0.033,,,0.04,0.138,1.229,,0.103,0.438,3.318
2021-01-22,0.134,0.049,0.527,0.176,0.176,27.238,3.561,2.078,0.045,,0.281,0.497,0.16,0.135,0.952,0.058,2.566,28.467,1.356,0.811,7.173,0.596,,0.512,0.197,0.032,0.037,,,0.044,0.14,1.208,,0.113,0.473,3.374
2021-01-23,0.134,0.049,0.527,0.173,0.17,27.531,3.509,2.031,0.052,,0.277,0.498,0.167,0.136,0.964,0.064,2.629,29.361,1.384,0.807,7.2,0.6,,0.51,0.206,0.036,0.035,,,0.044,0.168,1.217,,0.114,0.466,3.511
2021-01-24,0.14,0.049,0.535,0.172,0.157,27.763,3.393,2.065,0.054,,0.269,0.49,0.167,0.138,0.981,0.067,2.601,28.415,1.386,0.804,6.974,0.604,,0.51,0.226,0.036,0.031,,,0.045,0.175,1.21,,0.116,0.454,3.481
2021-01-25,0.14,0.052,0.54,0.177,0.151,26.102,3.394,2.026,0.06,,0.266,0.482,0.165,0.136,1.088,0.065,2.652,28.447,1.385,0.787,7.126,0.602,,0.518,0.233,0.044,0.03,,,0.044,0.163,1.194,,0.112,0.451,3.46
2021-01-26,0.141,0.057,0.542,0.181,0.147,26.512,3.408,2.05,0.061,,0.247,0.466,0.164,0.136,1.116,0.06,2.601,28.368,1.388,0.764,7.151,0.616,,0.521,0.249,0.042,0.032,,,0.048,0.173,1.173,,0.107,0.452,3.334
2021-01-27,0.148,0.061,0.553,0.177,0.143,27.164,3.424,2.094,0.06,,0.263,0.45,0.162,0.138,1.109,0.058,2.518,27.712,1.43,0.705,7.028,0.625,,0.544,0.275,0.041,0.031,,,0.051,0.181,1.161,,0.111,0.436,3.449
2021-01-28,0.129,0.044,0.528,0.147,0.127,25.567,3.104,2.01,0.047,,0.232,0.385,0.155,0.124,1.021,0.049,2.465,27.07,1.369,0.659,6.811,0.598,,0.499,0.254,0.034,0.03,,,0.043,0.15,1.078,,0.098,0.396,3.276
2021-01-29,0.142,0.043,0.556,0.15,0.129,26.964,3.415,2.037,0.045,,0.241,0.426,0.154,0.132,1.047,0.058,2.486,27.821,1.439,0.68,6.957,0.626,,0.507,0.257,0.033,0.03,,,0.042,0.159,1.107,,0.105,0.431,3.394
2021-01-30,0.138,0.044,0.56,0.149,0.133,27.894,3.334,1.984,0.046,,0.242,0.447,0.155,0.129,1.065,0.056,2.565,27.842,1.447,0.717,7.137,0.625,,0.508,0.27,0.035,0.03,,,0.041,0.169,1.091,,0.106,0.439,3.528
2021-01-31,0.136,0.045,0.571,0.153,0.139,27.216,3.561,2.057,0.046,,0.247,0.435,0.156,0.132,1.067,0.066,2.558,28.019,1.443,0.72,6.905,0.633,,0.498,0.271,0.035,0.03,,,0.041,0.163,1.103,,0.102,0.435,3.554
2021-02-01,0.137,0.047,0.584,0.152,0.134,26.527,3.496,2.037,0.047,,0.248,0.428,0.156,0.129,1.035,0.052,2.554,27.68,1.448,0.722,7.131,0.647,,0.499,0.268,0.038,0.03,,,0.043,0.164,1.057,,0.104,0.427,3.627
2021-02-02,0.133,0.049,0.595,0.149,0.128,27.248,3.439,2.16,0.047,,0.243,0.425,0.153,0.131,1.003,0.051,2.437,27.711,1.447,0.717,6.94,0.643,,0.49,0.267,0.037,0.03,,,0.042,0.164,1.053,,0.102,0.424,3.767
2021-02-03,0.129,0.053,0.609,0.149,0.12,26.739,3.403,2.209,0.043,,0.25,0.414,0.151,0.125,1.0,0.05,2.433,28.167,1.502,0.679,7.066,0.655,,0.483,0.27,0.039,0.03,,,0.041,0.171,1.048,,0.099,0.42,3.732
2021-02-04,0.136,0.052,0.724,0.15,0.124,27.055,3.384,2.249,0.043,,0.25,0.417,0.149,0.128,0.958,0.046,2.496,28.461,1.546,0.703,6.988,0.668,,0.477,0.268,0.035,0.03,,,0.037,0.176,1.014,,0.101,0.427,3.887
2021-02-05,0.142,0.046,0.691,0.151,0.127,27.906,3.366,2.233,0.045,,0.253,0.424,0.146,0.13,0.946,0.056,2.644,28.951,1.722,0.714,7.151,0.713,,0.498,0.267,0.032,0.03,,,0.041,0.175,1.025,,0.1,0.431,3.891
2021-02-06,0.142,0.053,0.687,0.148,0.136,28.592,3.546,2.255,0.047,,0.264,0.433,0.149,0.129,0.975,0.061,2.624,28.83,1.753,0.729,7.148,0.802,,0.554,0.262,0.034,0.03,,,0.048,0.18,1.024,,0.106,0.44,4.352
2021-02-07,0.139,0.051,0.679,0.145,0.139,28.008,3.384,2.258,0.045,,0.26,0.431,0.147,0.13,0.984,0.065,2.554,28.342,1.73,0.729,7.09,0.797,,0.551,0.268,0.03,0.03,,,0.042,0.175,1.01,,0.105,0.453,4.257
2021-02-08,0.137,0.047,0.678,0.14,0.137,27.683,3.367,2.181,0.046,,0.252,0.421,0.14,0.127,0.962,0.056,2.475,28.57,1.666,0.724,7.131,0.736,,0.515,0.259,0.03,0.03,,,0.042,0.182,1.02,,0.103,0.448,4.006
2021-02-09,0.135,0.05,0.666,0.139,0.134,28.011,3.299,1.974,0.045,,0.242,0.422,0.141,0.123,0.931,0.057,2.411,27.954,1.668,0.719,7.018,0.734,,0.516,0.258,0.03,0.03,,,0.04,0.17,1.001,,0.101,0.442,3.994
2021-02-10,0.132,0.049,0.657,0.139,0.128,27.453,3.355,2.088,0.044,,0.241,0.416,0.14,0.124,0.913,0.054,2.499,28.393,1.579,0.694,6.934,0.744,,0.501,0.253,0.03,0.03,,,0.038,0.169,1.0,,0.096,0.434,3.776
2021-02-11,0.139,0.049,0.683,0.144,0.122,28.53,3.441,2.214,0.045,,0.247,0.438,0.147,0.13,0.94,0.054,2.494,27.751,1.601,0.704,6.804,0.743,,0.516,0.252,0.031,0.03,,,0.036,0.17,0.99,,0.096,0.442,3.784
2021-02-12,0.132,0.045,0.655,0.137,0.119,26.664,3.345,2.133,0.041,,0.232,0.443,0.145,0.124,0.934,0.049,2.412,27.15,1.544,0.699,6.589,0.732,,0.507,0.239,0.03,0.03,,,0.036,0.146,0.977,,0.093,0.436,3.657
2021-02-13,0.135,0.051,0.622,0.129,0.112,27.546,3.333,2.074,0.041,,0.223,0.447,0.145,0.126,0.907,0.05,2.413,27.127,1.527,0.697,6.529,0.744,,0.514,0.233,0.032,0.03,,,0.037,0.141,0.976,,0.094,0.436,3.486
2021-02-14,0.133,0.047,0.621,0.124,0.115,27.196,3.308,1.928,0.039,,0.216,0.436,0.146,0.126,0.853,0.046,2.34,26.544,1.488,0.691,6.73,0.735,,0.509,0.243,0.036,0.03,,,0.033,0.145,0.947,,0.095,0.427,3.462
2021-02-15,0.136,0.043,0.649,0.119,0.109,27.031,3.355,1.968,0.039,,0.218,0.427,0.142,0.123,0.819,0.045,2.326,26.441,1.481,0.686,6.648,0.71,,0.501,0.243,0.031,0.03,,,0.031,0.145,0.921,,0.086,0.423,3.495
2021-02-16,0.136,0.052,0.642,0.12,0.107,26.134,3.414,2.068,0.044,,0.228,0.437,0.147,0.123,0.846,0.046,2.347,27.623,1.514,0.675,6.671,0.716,,0.503,0.232,0.032,0.03,,,0.031,0.143,0.94,,0.087,0.437,3.767
2021-02-17,0.135,0.044,0.634,0.117,0.112,26.132,3.426,2.108,0.038,,0.228,0.436,0.147,0.129,0.856,0.047,2.295,27.206,1.522,0.637,6.772,0.728,,0.491,0.241,0.03,0.03,,,0.031,0.145,0.95,,0.086,0.449,3.687
2021-02-18,0.134,0.045,0.621,0.117,0.11,26.595,3.334,2.184,0.042,,0.225,0.431,0.147,0.123,0.847,0.051,2.385,28.059,1.534,0.642,6.807,0.705,,0.515,0.226,0.034,0.03,,,0.033,0.142,0.957,,0.09,0.446,3.908
2021-02-19,0.139,0.052,0.643,0.12,0.112,27.442,3.371,2.233,0.038,,0.237,0.44,0.15,0.131,0.873,0.051,2.409,28.101,1.57,0.665,7.0,0.737,,0.519,0.228,0.041,0.03,,,0.033,0.152,0.943,,0.098,0.463,3.979
2021-02-20,0.147,0.048,0.679,0.121,0.11,28.992,3.341,2.228,0.037,,0.242,0.455,0.154,0.13,0.897,0.05,2.485,28.461,1.609,0.685,6.914,0.756,,0.53,0.229,0.042,0.03,,,0.034,0.15,0.931,,0.1,0.471,3.955
2021-02-21,0.157,0.049,0.684,0.12,0.112,28.831,3.342,2.197,0.036,,0.247,0.465,0.155,0.131,0.903,0.05,2.449,27.532,1.594,0.698,6.619,0.753,,0.532,0.23,0.038,0.03,,,0.035,0.149,0.94,,0.101,0.472,4.033
2021-02-22,0.178,0.048,0.682,0.126,0.113,28.534,3.326,2.115,0.036,,0.247,0.471,0.159,0.132,0.923,0.046,2.539,26.987,1.579,0.714,6.715,0.749,,0.552,0.231,0.034,0.03,,,0.033,0.149,0.94,,0.099,0.473,3.901
2021-02-23,0.187,0.049,0.698,0.143,0.109,28.647,3.464,2.207,0.039,,0.25,0.492,0.165,0.133,0.949,0.05,2.554,27.592,1.623,0.731,6.781,0.748,,0.564,0.228,0.033,0.03,,,0.034,0.152,0.93,,0.102,0.48,3.806
2021-02-24,0.194,0.053,0.757,0.158,0.112,29.077,3.498,2.175,0.041,,0.255,0.534,0.177,0.138,0.956,0.057,2.607,27.709,1.645,0.712,7.183,0.754,,0.579,0.231,0.03,0.03,,,0.035,0.159,0.946,,0.108,0.499,3.936
2021-02-25,0.194,0.056,0.843,0.174,0.114,29.445,3.585,2.309,0.041,,0.255,0.577,0.196,0.139,0.97,0.055,2.603,28.294,1.685,0.734,7.318,0.765,,0.594,0.254,0.036,0.03,,,0.041,0.169,0.986,,0.111,0.513,3.834
2021-02-26,0.2,0.058,0.89,0.18,0.118,30.128,3.796,2.4,0.048,,0.261,0.618,0.222,0.146,1.0,0.065,2.696,28.775,1.725,0.758,7.384,0.799,,0.607,0.281,0.034,0.03,,,0.044,0.184,1.105,,0.119,0.537,3.993
2021-02-27,0.226,0.061,0.885,0.181,0.125,29.982,3.759,2.538,0.045,,0.253,0.665,0.238,0.154,1.014,0.063,2.618,28.181,1.75,0.773,7.553,0.804,,0.639,0.302,0.033,0.03,,,0.039,0.187,1.099,,0.121,0.579,3.987
2021-02-28,0.216,0.06,0.866,0.181,0.125,28.816,3.733,2.713,0.044,,0.247,0.668,0.239,0.171,1.038,0.055,2.714,28.314,1.752,0.783,7.821,0.856,,0.684,0.314,0.033,0.03,,,0.043,0.182,1.075,,0.126,0.567,3.965
2021-03-01,0.212,0.058,0.883,0.188,0.126,29.611,3.774,2.607,0.045,,0.256,0.63,0.267,0.189,1.061,0.06,2.691,27.999,1.779,0.816,8.149,0.884,,0.682,0.298,0.033,0.03,,,0.043,0.178,1.077,,0.127,0.552,3.998
2021-03-02,0.218,0.064,0.88,0.204,0.124,29.883,3.956,2.979,0.045,,0.254,0.607,0.285,0.202,1.078,0.059,2.621,28.115,1.787,0.859,8.227,0.922,,0.712,0.302,0.037,0.032,,,0.045,0.183,1.068,,0.128,0.543,4.125
2021-03-03,0.234,0.078,0.854,0.237,0.127,30.116,4.52,3.304,0.047,,0.255,0.588,0.281,0.212,1.108,0.064,2.708,27.34,1.821,0.833,8.21,0.904,,0.8,0.324,0.038,0.03,,,0.045,0.192,1.05,,0.13,0.546,4.087
2021-03-04,0.245,0.08,0.812,0.246,0.131,31.67,4.622,3.306,0.047,,0.257,0.585,0.283,0.211,1.18,0.067,2.725,27.604,1.845,0.812,8.462,0.883,,0.782,0.365,0.045,0.03,,,0.05,0.2,1.048,,0.14,0.539,4.178
2021-03-05,0.258,0.081,0.802,0.246,0.133,34.199,4.936,3.168,0.056,,0.261,0.594,0.291,0.218,1.251,0.07,2.753,28.241,1.876,0.826,8.428,0.908,,0.818,0.369,0.044,0.03,,,0.057,0.213,1.01,,0.153,0.536,4.168
2021-03-06,0.264,0.086,0.813,0.247,0.14,32.885,4.878,2.988,0.058,,0.255,0.619,0.31,0.233,1.296,0.064,2.789,28.746,1.89,0.849,8.538,0.883,,0.791,0.373,0.048,0.03,,,0.056,0.212,1.023,,0.163,0.553,4.2
2021-03-07,0.254,0.083,0.79,0.25,0.133,33.464,4.789,2.994,0.059,,0.247,0.633,0.317,0.227,1.293,0.064,2.808,28.428,1.92,0.856,8.394,0.872,,0.766,0.374,0.046,0.032,,,0.062,0.203,1.032,,0.166,0.555,4.125
2021-03-08,0.249,0.084,0.792,0.259,0.129,35.692,4.763,3.14,0.059,,0.253,0.613,0.315,0.221,1.287,0.065,2.889,28.2,1.91,0.85,8.211,0.854,,0.76,0.348,0.043,0.03,,,0.06,0.201,1.052,,0.161,0.55,3.984
2021-03-09,0.241,0.079,0.81,0.265,0.127,34.739,4.83,3.428,0.06,,0.247,0.608,0.313,0.214,1.256,0.063,2.93,28.553,1.871,0.839,8.184,0.853,,0.772,0.336,0.043,0.031,,,0.062,0.195,1.031,,0.152,0.543,4.01
2021-03-10,0.247,0.084,0.798,0.284,0.131,35.005,4.914,3.507,0.073,,0.253,0.602,0.315,0.213,1.235,0.08,2.911,28.475,1.816,0.809,7.974,0.864,,0.759,0.328,0.05,0.038,,,0.069,0.188,1.039,,0.15,0.536,3.882
2021-03-11,0.259,0.086,0.793,0.331,0.134,37.988,5.118,3.634,0.084,,0.252,0.599,0.321,0.22,1.237,0.109,2.973,29.143,1.814,0.818,8.098,0.859,,0.75,0.351,0.049,0.037,,,0.075,0.192,1.058,,0.155,0.518,3.91
2021-03-12,0.254,0.082,0.803,0.348,0.136,37.653,5.179,3.596,0.09,,0.254,0.602,0.34,0.227,1.233,0.112,2.973,29.764,1.832,0.824,8.36,0.873,,0.745,0.357,0.052,0.042,,,0.075,0.194,1.057,,0.162,0.509,4.028
2021-03-13,0.256,0.085,0.799,0.344,0.137,36.727,5.466,3.693,0.09,,0.257,0.6,0.372,0.232,1.232,0.105,3.042,30.702,1.833,0.827,8.272,0.884,,0.73,0.363,0.061,0.048,,,0.077,0.188,1.079,,0.163,0.535,4.138
2021-03-14,0.258,0.082,0.786,0.326,0.135,35.228,5.805,3.669,0.088,,0.257,0.583,0.384,0.232,1.182,0.105,3.027,29.85,1.815,0.822,8.13,0.871,,0.735,0.363,0.067,0.048,,,0.074,0.192,1.053,,0.162,0.51,3.984
2021-03-15,0.255,0.077,0.76,0.3,0.127,35.122,5.51,3.439,0.079,,0.257,0.561,0.369,0.226,1.177,0.102,2.965,30.648,1.811,0.8,8.073,0.871,,0.736,0.344,0.063,0.047,,,0.066,0.191,1.065,,0.164,0.497,3.864
2021-03-16,0.256,0.077,0.781,0.259,0.12,34.869,5.274,3.558,0.075,,0.249,0.547,0.342,0.222,1.136,0.097,3.001,30.348,1.774,0.779,7.964,0.865,,0.736,0.33,0.049,0.044,,,0.061,0.186,1.057,,0.16,0.493,3.99
2021-03-17,0.258,0.073,0.774,0.24,0.119,34.966,4.989,3.46,0.066,,0.244,0.537,0.335,0.216,1.097,0.095,3.008,31.256,1.748,0.774,7.89,0.843,,0.734,0.307,0.051,0.037,,,0.059,0.178,1.042,,0.152,0.484,3.885
2021-03-18,0.262,0.069,0.786,0.241,0.121,36.512,5.302,3.507,0.068,,0.251,0.548,0.329,0.225,1.076,0.094,3.104,31.823,1.8,0.768,8.235,0.86,,0.712,0.306,0.051,0.038,,,0.061,0.18,1.035,,0.156,0.484,3.977
2021-03-19,0.265,0.064,0.778,0.236,0.119,38.019,5.297,3.575,0.066,,0.25,0.553,0.333,0.23,1.102,0.085,3.022,30.904,1.813,0.762,8.195,0.859,,0.697,0.314,0.047,0.037,,,0.06,0.181,1.008,,0.151,0.492,3.858
2021-03-20,0.267,0.062,0.795,0.238,0.118,36.686,5.209,3.492,0.061,,0.251,0.559,0.34,0.232,1.147,0.086,3.087,30.998,1.829,0.752,8.253,0.855,,0.715,0.316,0.047,0.037,,,0.062,0.186,1.016,,0.155,0.504,3.994
2021-03-21,0.267,0.066,0.81,0.244,0.116,37.771,4.847,3.256,0.065,,0.252,0.542,0.335,0.233,1.188,0.087,3.142,31.348,1.823,0.742,8.092,0.851,,0.73,0.316,0.043,0.036,,,0.058,0.184,1.008,,0.15,0.516,3.866
2021-03-22,0.267,0.063,0.803,0.245,0.116,36.889,4.889,3.386,0.076,,0.246,0.54,0.34,0.237,1.208,0.085,3.028,31.311,1.826,0.738,8.078,0.831,,0.709,0.311,0.043,0.035,,,0.055,0.181,1.007,,0.148,0.504,3.97
2021-03-23,0.269,0.063,0.761,0.254,0.116,37.913,5.039,3.433,0.066,,0.24,0.539,0.339,0.234,1.203,0.078,3.095,32.382,1.834,0.773,8.191,0.829,,0.707,0.307,0.045,0.034,,,0.052,0.182,0.987,,0.14,0.5,3.937
2021-03-24,0.267,0.066,0.76,0.259,0.116,37.216,5.13,3.487,0.07,,0.247,0.547,0.338,0.246,1.197,0.081,3.083,31.852,1.819,0.809,8.164,0.818,,0.715,0.314,0.044,0.034,,,0.053,0.184,0.981,,0.141,0.489,3.986
2021-03-25,0.263,0.066,0.781,0.268,0.115,38.671,5.228,3.434,0.065,,0.245,0.559,0.345,0.258,1.202,0.082,3.072,31.781,1.842,0.808,8.322,0.823,,0.72,0.325,0.044,0.036,,,0.057,0.182,0.992,,0.15,0.504,4.075
2021-03-26,0.261,0.069,0.802,0.28,0.115,39.122,5.191,3.473,0.063,,0.246,0.568,0.347,0.271,1.22,0.078,3.107,33.757,1.852,0.794,8.28,0.856,,0.755,0.329,0.043,0.035,,,0.062,0.18,1.005,,0.155,0.509,4.106
2021-03-27,0.263,0.069,0.825,0.285,0.114,38.98,5.021,3.583,0.067,,0.247,0.579,0.347,0.278,1.241,0.081,3.091,34.258,1.868,0.792,8.397,0.866,,0.76,0.341,0.045,0.035,,,0.063,0.183,1.022,,0.158,0.535,4.194
2021-03-28,0.266,0.07,0.829,0.288,0.114,38.712,5.154,3.546,0.069,,0.246,0.573,0.345,0.272,1.267,0.084,3.153,34.162,1.883,0.787,8.292,0.86,,0.788,0.346,0.045,0.035,,,0.066,0.184,1.022,,0.16,0.545,4.185
2021-03-29,0.267,0.072,0.844,0.292,0.112,37.568,5.007,3.518,0.066,,0.249,0.58,0.349,0.268,1.307,0.081,3.127,34.688,1.911,0.785,8.284,0.886,,0.783,0.332,0.046,0.036,,,0.071,0.185,1.008,,0.158,0.558,4.033
2021-03-30,0.281,0.071,0.837,0.294,0.111,36.836,4.956,3.478,0.076,,0.247,0.574,0.35,0.269,1.29,0.092,3.19,35.297,1.926,0.775,8.504,0.907,,0.789,0.347,0.044,0.037,,,0.072,0.186,1.007,,0.162,0.57,4.116
2021-03-31,0.304,0.073,0.842,0.297,0.113,39.142,5.058,3.448,0.069,,0.253,0.585,0.35,0.278,1.283,0.088,3.168,35.752,1.93,0.774,8.532,0.89,,0.775,0.337,0.047,0.035,,,0.073,0.186,1.01,,0.169,0.589,4.127
2021-04-01,0.325,0.075,0.869,0.309,0.116,39.835,5.184,3.394,0.068,,0.259,0.597,0.36,0.298,1.325,0.088,3.491,36.593,1.964,0.782,8.845,0.911,,0.782,0.351,0.045,0.04,,,0.069,0.191,1.019,,0.182,0.627,4.054
2021-04-02,0.327,0.08,0.869,0.321,0.118,40.725,5.183,3.495,0.07,,0.257,0.605,0.364,0.31,1.331,0.093,3.356,35.538,2.001,0.785,8.776,0.923,,0.778,0.348,0.049,0.044,,,0.07,0.189,1.022,,0.202,0.683,4.11
2021-04-03,0.322,0.081,0.86,0.328,0.119,43.73,5.352,3.591,0.071,,0.264,0.607,0.374,0.309,1.391,0.09,3.792,36.414,2.007,0.785,9.132,0.952,,0.774,0.353,0.048,0.04,,,0.071,0.2,1.036,,0.226,0.731,4.245
2021-04-04,0.328,0.084,0.865,0.33,0.125,43.068,5.296,3.506,0.073,,0.276,0.603,0.383,0.323,1.406,0.099,3.992,36.262,2.035,0.79,9.428,0.993,,0.78,0.358,0.052,0.043,,,0.075,0.203,1.047,,0.248,0.738,4.218
2021-04-05,0.329,0.093,0.862,0.328,0.124,41.635,5.275,3.619,0.075,,0.279,0.61,0.372,0.327,1.402,0.104,4.019,35.676,2.068,0.79,9.486,1.003,,0.784,0.353,0.058,0.044,,,0.075,0.206,1.085,,0.245,0.734,4.166
